Title,Artist,Year,Ranking,URL,Lyrics
Super Freak,Rick James,1981,153,https://www.genius.com/Rick-James-Super-Freak-lyrics," she s a very kinky girl the kind you don t take home to mother she will never let your spirits down once you get her off the street, ow, girl she likes the boys in the band she says that i m her all-time favorite when i make my move to her room, it s the right time she s never hard to please, oh no that girl is pretty wild now the girl s a super freak the kind of girl you read about in new-wave magazines that girl is pretty kinky the girl s a super freak i really love to taste her every time we meet she s alright, she s alright that girl s alright with me, yeah hey, hey, hey, hey she s a super freak, super freak she s super freaky, yow everybody sing super freak, super freak she s a very special girl the kind of girl you want to know from her head down to her toenails down to her feet, yeah and she ll wait for me at backstage with her girlfriends in a limousine long and black and shining bright three s not a crowd to her, she says  room 714, i ll be waiting when i get there she s got incense, wine and candles it s such a freaky scene that girl is pretty kinky the girl s a super freak the kind of girl you read about in new-wave magazines that girl is pretty wild now the girl s a super freak i really like to taste her every time we meet she s alright, she s alright that girl s alright with me, yeah hey, hey, hey, hey she s a super freak, super freak she s super freaky, yow temptations, sing oh-oh-oh-oh-oh-oh-oh super freak, super freak that girl s a super freak oh-oh-oh-oh-oh-oh-oh she s a very kinky girl the kind you don t take home to mother she will never let your spirits down once you get her off the street blow, danny oh, girl oh, girl"
Spoonful,Howlin' Wolf,1960,154,https://www.genius.com/Howlin-Wolf-Spoonful-lyrics," it could be a spoonful of diamond it could be a spoonful of gold just a little spoon of your precious love satisfy my soul men lies about little some of them cries about little some of them dies about littles everything fight about a spoonful that spoon, that spoon, that it could be a spoonful of coffee could be a spoonful of tea but a little spoon of your precious love good enough for me men lies about that some of them dies about that some of them cries about that but everything fight about a spoonful that spoon, that spoon, that ... it could be a spoonful of water save you from the desert sand but one spoon of lead from 45 save you from another man men lies about that some of them cries about that some of them dies about that everybody fightin  about a spoonful that spoon, that spoon, that ..."
Last Nite,The Strokes,2001,155,https://www.genius.com/The-Strokes-Last-Nite-lyrics," last night, she said oh, baby, i feel so down oh, it turn me off when i feel left out so i, i turned  round oh, baby, don t care no more i know this for sure i m walkin  out that door well, i ve been in town for just  bout fifteen, oh, minutes now and, baby, i feel so down and i don t know why i keep walkin  for miles and see people, they don t understand no, girlfriends, they can t understand your grandsons, they won t understand on top of this, i ain t ever gonna understand last night, she said oh, baby, don t feel so down oh, it turn me off when i feel left out so i, i turned  round oh, baby, gonna be alright it was a great big lie cause i left that night, yeah oh, people, they don t understand no, girlfriends, they don t understand in spaceships, they won t understand and me, i ain t ever gonna understand last night, she said oh, baby, i feel so down see, it turn me off when i feel left out so i, i turned  round oh, little girl, i don t care no more i know this for sure i m walkin  out that door, yeah"
Louie Louie,The Kingsmen,1963,156,https://www.genius.com/The-Kingsmen-Louie-Louie-lyrics," louie louie, oh no, you take me where ya gotta go yeah, yeah, yeah, yeah, yeah, baby louie louie, oh baby, take me where ya gotta go a fine little girl, she waits for me me catch the ship across the sea me sailed that ship all alone me never think i ll make it home louie louie, oh no no no, we gotta go oh no said louie louie, oh baby, me gotta go fuck! three nights and days i sailed the sea me think of girl constantly on that ship, i dream she there i smell the rose in her hair louie louie, oh no, me gotta go yeah, yeah, yeah, yeah, yeah, baby louie louie, oh baby, said we gotta go okay, let s give it to  em right now me see me see jamaica, the moon above it won t be long me see me love me take her in my arms and then i tell her i ll never leave again louie louie, oh no, we gotta go yeah, yeah, yeah, yeah, yeah, baby louie louie, oh baby, said we gotta go i said we gotta go now let s hustle on out of here let s go"
Teenage Riot,Sonic Youth,1988,157,https://www.genius.com/Sonic-Youth-Teenage-Riot-lyrics," you re it no, you re it hey, you re really it you re it, you re it no, i mean it, you re it say it, don t spray it spirit desire , spirit desire spirit desire, we will fall miss me, don t dismiss me spirit desire spirit desire, spirit desire spirit desire, we will fall spirit desire we will fall spirit desire, spirit desire spirit desire, we will fall spirit desire we will fall well, everybody s talkin   bout the stormy weather and what s a man to do but work out whether it s true? looking for a man with a focus and a temper who can open up a map and see between one and two time to get it before you let it get to you here he comes now stick to your guns and let him through well, everybody s comin  from their winter vacation takin  in the sun in an exaltation to you you come runnin  in on platform shoes with marshall stacks to at least just give us a clue ah, here it comes i know it s someone i knew teenage riot in a public station gonna fight and tear it up in a hypernation for you now i see it i think i ll leave it out of the way now i come near you and it s not clear why you make the way lookin  for a ride to your secret location where the kids are settin  up a free-speed nation for you got a foghorn and a drum and a hammer that s rockin and a cord and a pedal and a lock, that ll do me for now it better work out i hope it works out my way cause it s gettin  kind of quiet in my city head it takes a teenage riot to get me out of bed right now you better look it we re gonna shake it up to him he acts the hero we paint a zero on his hand we know it s down we know it s bound too loose everybody s sound is round it everybody wants to be proud to choose so who s to take the blame for the stormy weather? you re never gonna stop all the teenage leather and cooze it s time to go  round a one-man showdown, teach us how to fail we re off the streets now and back on the road, on the riot trail"
Cissy Strut,The Meters,1969,158,https://www.genius.com/The-Meters-Cissy-Strut-lyrics,ERRORE
Baba O'Riley,The Who,1971,159,https://www.genius.com/The-Who-Baba-ORiley-lyrics," out here in the fields, i fight for my meals i get my back into my living i don t need to fight to prove i m right i don t need to be forgiven, yeah, yeah, yeah, yeah, yeah don t cry, don t raise your eye it s only teenage wasteland sally, take my hand, we ll travel south  cross land put out the fire and don t look past my shoulder the exodus is here, the happy ones are near let s get together before we get much older teenage wasteland, it s only teenage wasteland teenage wasteland, oh, yeah teenage wasteland they re all wasted "
Nightswimming,R.E.M.,1992,160,https://www.genius.com/REM-Nightswimming-lyrics," nightswimming deserves a quiet night the photograph on the dashboard, taken years ago turned around backwards so the windshield shows every streetlight reveals the picture in reverse still, it s so much clearer i forgot my shirt at the water s edge the moon is low tonight nightswimming deserves a quiet night i m not sure all these people understand it s not like years ago the fear of getting caught of recklessness and water they cannot see me naked these things, they go away replaced by everyday nightswimming, remembering that night september s coming soon i m pining for the moon and what if there were two side by side in orbit around the fairest sun? that bright, tight forever drum could not describe nightswimming you, i thought i knew you you, i cannot judge you, i thought you knew me this one laughing quietly underneath my breath nightswimming the photograph reflects every streetlight a reminder nightswimming deserves a quiet night deserves a quiet night"
Into the Groove,Madonna,1985,161,https://www.genius.com/Madonna-Into-the-Groove-lyrics," and you can dance for inspiration come on i m waiting get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be? music can be such a revelation dancing around, you feel the sweet sensation we might be lovers if the rhythm s right i hope this feeling never ends tonight only when i m dancing can i feel this free at night, i lock the doors, where no one else can see i m tired of dancing here all by myself tonight, i want to dance with someone else get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be? gonna get to know you in a special way this doesn t happen to me every day don t try to hide it, love wears no disguise i see the fire burning in your eyes only when i m dancing can i feel this free at night, i lock the doors, where no one else can see i m tired of dancing here all by myself tonight, i want to dance with someone else get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be? yeah live out your fantasy here with me just let the music set you free touch my body, and move in time now i know you re mine you ve got to get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be? only when i m dancing can i feel this free at night i lock the doors, where no one else can see i m tired of dancing here all by myself tonight i want to dance with someone else live out your fantasy here with me just let the music set you free touch my body, and move in time now i know you re mine now i know you re mine now i know you re mine now i know you re mine now i know you re mine you ve got to get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be?  get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be?  get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be?  get into the groove boy, you ve got to prove your love to me, yeah get up on your feet yeah, step to the beat boy, what will it be?  "
Pink Moon,Nick Drake,1972,162,https://www.genius.com/Nick-Drake-Pink-Moon-lyrics," i saw it written and i saw it say pink moon is on its way and none of you stand so tall pink moon gonna get ye all and it s a pink moon yeah, it s a pink moon pink, pink, pink, pink pink moon a pink, pink, pink, pink pink moon i saw it written and i saw it say pink moon is on its way and none of you stand so tall pink moon gonna get ye all and it s a pink moon yeah, a pink moon"
Landslide,Fleetwood Mac,1975,163,https://www.genius.com/Fleetwood-Mac-Landslide-lyrics," i took my love, took it down i climbed a mountain and i turned around and i saw my reflection in the snow-covered hills til the landslide brought me down oh, mirror in the sky what is love? can the child within my heart rise above? can i sail through the changin  ocean tides? can i handle the seasons of my life? hmm-hmm, hmm-hmm well, i ve been afraid of changin  cause i ve built my life around you but time makes you bolder even children get older and i m getting older too well, i ve been afraid of changin  cause i ve built my life around you but time makes you bolder even children get older and i m getting older too oh, i m getting older too oh-oh, take my love, take it down oh-oh, climb a mountain and turn around and if you see my reflection in the snow-covered hills well, the landslide bring it down and if you see my reflection in the snow-covered hills well, the landslide will bring it down oh-ohh, the landslide bring it down"
Mr. Tambourine Man,Bob Dylan,1965,164,https://www.genius.com/Bob-Dylan-Mr-Tambourine-Man-lyrics," hey, mr. tambourine man, play a song for me i m not sleepy, and there is no place i m going to hey, mr. tambourine man, play a song for me in the jingle jangle mornin  i ll come followin  you though i know that evening s empire has returned into sand vanished from my hand left me blindly here to stand, but still not sleeping my weariness amazes me, i am branded on my feet i have no one to meet and my ancient empty street s too dead for dreaming hey, mr. tambourine man, play a song for me i m not sleepy, and there is no place i m going to hey, mr. tambourine man, play a song for me in the jingle jangle mornin  i ll come followin  you take me on a trip upon your magic swirlin  ship my senses have been stripped, my hands can t feel to grip my toes too numb to step, wait only for my boot heels to be wandering i m ready to go anywhere, i m ready for to fade into my own parade, cast your dancin  spell my way i promise to go under it hey, mr. tambourine man, play a song for me i m not sleepy, and there is no place i m going to hey, mr. tambourine man, play a song for me in the jingle jangle mornin  i ll come followin  you though you might hear laughing, spinning, swinging madly across the sun it s not aimed at anyone, it s just escaping on the run and but for the sky there are no fences facing and if you hear vague traces of skipping reels of rhyme to your tambourine in time, it s just a ragged clown behind i wouldn t pay it any mind it s just a shadow you re seeing that he s chasing hey, mr. tambourine man, play a song for me i m not sleepy, and there is no place i m going to hey, mr. tambourine man, play a song for me in the jingle jangle mornin  i ll come followin  you and take me disappearing through the smoke rings of my mind down the foggy ruins of time, far past the frozen leaves the haunted, frightened trees, out to the windy beach far from the twisted reach of crazy sorrow yes, to dance beneath the diamond sky with one hand waving free silhouetted by the sea, circled by the circus sands with all memory and fate driven deep beneath the waves let me forget about today until tomorrow hey, mr. tambourine man, play a song for me i m not sleepy, and there is no place i m going to hey, mr. tambourine man, play a song for me in the jingle jangle mornin  i ll come followin  you"
I'm So Lonesome I Could Cry,Hank Williams,1949,165,https://www.genius.com/Hank-Williams-Im-So-Lonesome-I-Could-Cry-lyrics," hear that lonesome whippoorwill he sounds too blue to fly the midnight train is whining low i m so lonesome i could cry i ve never seen a night so long when time goes crawling by the moon just went behind the clouds to hide its face and cry did you ever see a robin weep when leaves begin to die? like me, he s lost the will to live i m so lonesome i could cry the silence of a falling star lights up a purple sky and as i wonder where you are i m so lonesome i could cry"
All the Young Dudes,Mott the Hoople,1972,166,https://www.genius.com/Mott-the-Hoople-All-the-Young-Dudes-lyrics," well, billy rapped all night about his suicide how he d kick it in the head when he was twenty-five speed jive, don t want to stay alive when you re twenty-five and wendy s stealing clothes from marks & sparks and freddy s got spots from ripping off the stars from his face funky little boat race television man is crazy saying we re juvenile delinquent wrecks oh, man, i need t v when i ve got t.rex oh brother, you guessed i m a dude, dad all the young dudes carry the news boogaloo dudes carry the news all the young dudes carry the news boogaloo dudes carry the news now lucy looks sweet cause he dresses like a queen but he can kick like a mule, it s a real mean team but we can love oh yes, we can love and my brother s back at home with his beatles and his stones we never got it off on that revolution stuff what a drag, too many snags now i ve drunk a lot of wine and i m feeling fine got to race some cat to bed oh is that concrete all around or is it in my head? yeah i m a dude, dad all the young dudes carry the news boogaloo dudes carry the news all the young dudes carry the news boogaloo dudes carry the news all the young dudes carry the news boogaloo dudes carry the news all the young dudes carry the news boogaloo dudes carry the news all the young dudes carry the news boogaloo dudes carry the news all the young dudes carry the news boogaloo dudes carry the news"
Lose Yourself,Eminem,2002,167,https://www.genius.com/Eminem-Lose-Yourself-lyrics," look, if you had one shot or one opportunity to seize everything you ever wanted in one moment would you capture it or just let it slip? yo his palms are sweaty, knees weak, arms are heavy there s vomit on his sweater already, mom s spaghetti he s nervous, but on the surface, he looks calm and ready to drop bombs, but he keeps on forgetting what he wrote down, the whole crowd goes so loud he opens his mouth, but the words won t come out he s chokin , how?  everybody s jokin  now the clock s run out, time s up, over, blaow snap back to reality, ope, there goes gravity ope, there goes rabbit, he choked, he s so mad but he won t give up that easy, no, he won t have it he knows his whole back s to these ropes, it don t matter he s dope, he knows that, but he s broke, he s so stagnant he knows when he goes back to this mobile home, that s when it s back to the lab again, yo, this old rhapsody better go capture this moment and hope it don t pass him you better lose yourself in the music the moment, you own it, you better never let it go you only get one shot, do not miss your chance to blow this opportunity comes once in a lifetime, yo you better lose yourself in the music the moment, you own it, you better never let it go you only get one shot, do not miss your chance to blow this opportunity comes once in a lifetime, yo you better his soul s escaping through this hole that is gaping this world is mine for the taking, make me king as we move toward a new world order a normal life is boring, but superstardom s close to post-mortem, it only grows harder homie grows hotter, he blows, it s all over these hoes is all on him, coast-to-coast shows he s known as the globetrotter, lonely roads god only knows he s grown farther from home, he s no father he goes home and barely knows his own daughter but hold your nose  cause here goes the cold water these hoes don t want him no mo , he s cold product they moved on to the next schmoe who flows he nose-dove and sold nada, and so the soap opera is told, it unfolds, i suppose it s old, partner but the beat goes on, da-da-dom, da-dom, dah-dah-dah-dah you better lose yourself in the music the moment, you own it, you better never let it go you only get one shot, do not miss your chance to blow this opportunity comes once in a lifetime, yo you better lose yourself in the music the moment, you own it, you better never let it go you only get one shot, do not miss your chance to blow this opportunity comes once in a lifetime, yo you better no more games, i ma change what you call rage tear this motherfuckin  roof off like two dogs caged i was playin  in the beginning, the mood all changed i ve been chewed up and spit out and booed off stage but i kept rhymin  and stepped right in the next cypher best believe somebody s payin  the pied piper all the pain inside amplified by the fact that i can t get by with my nine-to-five and i can t provide the right type of life for my family cause, man, these goddamn food stamps don t buy diapers and there s no movie, there s no mekhi phifer, this is my life and these times are so hard, and it s gettin  even harder tryna feed and water my seed, plus teeter-totter caught up between bein  a father and a prima donna baby-mama drama, screamin  on her, too much for me to wanna stay in one spot, another day of monotony s gotten me to the point i m like a snail, i ve got to formulate a plot or end up in jail or shot success is my only motherfuckin  option, failure s not mom, i love you, but this trailer s got to go, i cannot grow old in salem s lot so here i go, it s my shot; feet, fail me not this may be the only opportunity that i got you better lose yourself in the music the moment, you own it, you better never let it go you only get one shot, do not miss your chance to blow this opportunity comes once in a lifetime, yo you better lose yourself in the music the moment, you own it, you better never let it go you only get one shot, do not miss your chance to blow this opportunity comes once in a lifetime, yo you better you can do anything you set your mind to, man"
Son of a Preacher Man,Dusty Springfield,1968,168,https://www.genius.com/Dusty-Springfield-Son-of-a-Preacher-Man-lyrics," billy-ray was a preacher s son and when his daddy would visit, he d come along when they gathered  round and started talkin that s when billy would take me walkin out through the back yard, we d go walkin then he d look into my eyes lord knows, to my surprise the only one who could ever reach me was the son of a preacher man the only boy who could ever teach me was the son of a preacher man yes, he was, he was ooh, yes, he was being good isn t always easy no matter how hard i try when he started sweet-talkin  to me he d come and tell me everything is alright he d kiss and tell me everything is alright can i get away again tonight? the only one who could ever reach me was the son of a preacher man the only boy who could ever teach me was the son of a preacher man yes, he was , he was  lord knows he was how well i remember the look that was in his eyes stealin  kisses from me on the sly takin  time to make time tellin  me that he s all mine learnin  from each other s knowin lookin  to see how much we ve grown and the only one who could ever reach me was the son of a preacher man the only boy who could ever teach me was the son of a preacher man yes, he was , he was oh, yes, he was he was the sweet-talkin  son of a preacher man i kissed the son of a preacher man the sweet-lovin  son of a preacher man was the son of a preacher man was the son of a preacher man"
American Girl,Tom Petty and the Heartbreakers,1976,169,https://www.genius.com/Tom-Petty-and-the-Heartbreakers-American-Girl-lyrics," well, she was an american girl raised on promises she couldn t help thinkin  that there was a little more to life somewhere else after all, it was a great big world with lots of places to run to and if she had to die tryin , she had one little promise she was gonna keep oh yeah, all right take it easy, baby make it last all night she was an american girl well, it was kinda cold that night she stood alone on her balcony yeah, she could hear the cars roll by out on 441 like waves crashin  on the beach and for one desperate moment there he crept back in her memory god, it s so painful when something that is so close is still so far out of reach oh yeah, all right take it easy, baby make it last all night she was an american girl "
In the Still of the Night,The Five Satins,1956,170,https://www.genius.com/The-Five-Satins-In-the-Still-of-the-Night-lyrics," shoo-doop, shoo-be do shoo-doop, shoo-be do shoo-doop, shoo-be do shoo-doop, shoo-be wah in the still of the night i held you, held you tight cause i love, love you so promise i ll never let you go in the still of the night i remember that night in may the stars were bright above i ll hope and i ll pray to keep your precious love well before the light hold me again with all of your might in the still of the night  so before the light hold me again with all of your might in the still of the night in the still of the night"
What a Wonderful World,Louis Armstrong,1967,171,https://www.genius.com/Louis-Armstrong-What-a-Wonderful-World-lyrics," i see trees of green, red roses too i see them bloom for me and you and i think to myself what a wonderful world i see skies of blue and clouds of white the bright blessed days, the dark sacred nights and i think to myself what a wonderful world the colors of the rainbow so pretty in the sky are also on the faces of people going by i see friends shaking hands, saying,  how do you do?  they re really saying,  i love you i hear babies cry, i watch them grow they ll learn much more than i ll ever know and i think to myself what a wonderful world yes, i think to myself what a wonderful world​"
Mississippi Goddam,Nina Simone,1964,172,https://www.genius.com/Nina-Simone-Mississippi-Goddam-lyrics," the name of this tune is mississippi goddam and i mean every word of it alabama s gotten me so upset tennessee made me lose my rest and everybody knows about mississippi, goddamn alabama s gotten me so upset tennessee made me lose my rest and everybody knows about mississippi, goddamn can t you see it, can t you feel it it s all in the air i can t stand the pressure much longer somebody say a prayer alabama s gotten me so upset tennessee made me lose my rest and everybody knows about mississippi, goddamn hound dogs on my trail school children sitting in jail black cat cross my path i think every day s gonna be my last lord have mercy on this land of mine we all gonna get it in due time i don t belong here, i don t belong there i ve even stopped believing in prayer don t tell me, i ll tell you me and my people just about due i ve been there so i know they keep on saying  go slow!  but that s just the trouble washing the windows picking the cotton you re just plain rotten you re too damn lazy the thinking s crazy where am i going, what am i doing i don t know, i don t know just try to do your very best stand up, be counted with all the rest for everybody knows about mississippi, goddamn picket lines, school boycotts they try to say it s a communist plot all i want is equality for my sister, my brother, my people, and me yes, you lied to me all these years you told me to wash and clean my ears and talk real fine just like a lady and you d stop calling me sister sadie oh but this whole country is full of lies you re all gonna die and die like flies i don t trust you any more you keep on saying  go slow!   go slow!  but that s just the trouble desegregation mass participation reunification do things gradually but bring more tragedy why don t you see it, why don t you feel it i don t know, i don t know you don t have to live next to me just give me my equality everybody knows about mississippi everybody knows about alabama everybody knows about mississippi, goddamn that s it! "
Marquee Moon,Television,1977,173,https://www.genius.com/Television-Marquee-Moon-lyrics," i remember ooh, how the darkness doubled i recall lightning struck itself i was listening listening to the rain i was hearing hearing something else life in the hive puckered up my night a kiss of death, the embrace of life well, there i stand  neath the marquee moon just waiting i spoke to a man down at the tracks and i ask him how he don t go mad he said  look here, junior don t you be so happy and for heaven s sake don t you be so sad  life in the hive puckered up my night a kiss of death, the embrace of life well, there i stand  neath the marquee moon hesitating well, the cadillac it pulled out of the graveyard pulled up to me all they said,  get in  get in then the cadillac it puttered back into the graveyard me i got out again life in the hive puckered up my night a kiss of death, the embrace of life over there i stand  neath the marquee moon i ain t waitin , uh uh i remember how the darkness doubled i recall lightning struck itself i was listening listening to the rain i was hearing hearing something else"
Radio Free Europe,R.E.M.,1983,174,https://www.genius.com/REM-Radio-Free-Europe-lyrics," beside yourself if radio s gonna stay reason, it could polish up the gray put that, put that, put that up your wall that this isn t country at all ray beam station beside yourself keep me out of country in the word deal the porch is leading us absurd push that, push that, push that to the hull that this isn t nothing at all straight off the boat where to go? callin  on in transit callin  on in transit radio free europe radio beside defyin  media too fast instead of pushin  palaces to fall put that, put that, put that before all that this isn t fortunate at all ray beam station beside yourself callin  on in transit callin  on in transit radio free europe radio beside yourself callin  on a boat media s too fast keep me out of country in the word disappointers into us, absurd straight off the boat where to go?  callin  on in transit callin  on in transit radio free europe radio free europe callin  on in transit callin  on in transit radio free europe radio free europe"
I Only Have Eyes for You,The Flamingos,1959,175,https://www.genius.com/The-Flamingos-I-Only-Have-Eyes-for-You-lyrics," my love must be a kind of blind love;i can t see anyone but you sha bop sha bop sha bop sha bop sha bop sha bop sha bop sha bop are the stars out tonight? i don t know if it s cloudy or bright i only have eyes for you, dear the moon may be high but i can t see a thing in the sky i only have eyes for you i don t know if we re in a garden or on a crowded avenue you are here and so am i maybe millions of people go by but they all disappear from view and i only have eyes for you"
You Really Got Me,The Kinks,1964,176,https://www.genius.com/The-Kinks-You-Really-Got-Me-lyrics," girl, you really got me goin you got me so i don t know what i m doin yeah, you really got me now you got me so i can t sleep at night yeah, you really got me now you got me so i don t know what i m doin , now oh yeah, you really got me now you got me so i can t sleep at night you really got me you really got me you really got me see, don t ever set me free i always want to be by your side girl, you really got me now you got me so i can t sleep at night yeah, you really got me now you got me so i don t know what i m doin , now oh yeah, you really got me now you got me so i can t sleep at night you really got me you really got me you really got me oh no!  see, don t ever set me free i always want to be by your side girl, you really got me now you got me so i can t sleep at night yeah, you really got me now you got me so i don t know what i m doin , now oh yeah, you really got me now you got me so i can t sleep at night you really got me you really got me you really got me"
Jump,Van Halen,1983,177,https://www.genius.com/Van-Halen-Jump-lyrics," ow! i get up, and nothing gets me down you got it tough, i ve seen the toughest around and i know, baby, just how you feel you got to roll with the punches to get to what s real oh, can t you see me standing here? i got my back against the record machine i ain t the worst that you ve seen oh, can t you see what i mean? ah, might as well jump might as well jump go ahead and jump go ahead and jump hello!  hey, you!  who said that? baby, how you been? you say you don t know you won t know until you begin so can t you see me standing here? i ve got my back against the record machine i ain t the worst that you ve seen oh, can t you see what i mean? ah, might as well jump go ahead and jump might as well jump go ahead and jump jump! might as well jump go ahead and jump get it and jump go ahead and jump jump jump jump jump"
Bad Guy,Billie Eilish,2019,178,https://www.genius.com/Billie-Eilish-Bad-Guy-lyrics," white shirt now red, my bloody nose sleepin , you re on your tippy toes creepin  around like no one knows think you re so criminal bruises on both my knees for you don t say thank you or please i do what i want when i m wanting to my soul?  so cynical so you re a tough guy like it really rough guy just can t get enough guy chest always so puffed guy i m that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i m the bad guy duh i m the bad guy i like it when you take control even if you know that you don t own me, i ll let you play the role i ll be your animal my mommy likes to sing along with me but she won t sing this song if she reads all the lyrics she ll pity the men i know so you re a tough guy like it really rough guy just can t get enough guy chest always so puffed guy i m that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i m the bad guy duh i m the bad guy, duh i m only good at bein  bad, bad i like when you get mad i guess i m pretty glad that you re alone you said she s scared of me? i mean, i don t see what she sees but maybe it s  cause i m wearing your cologne i m a bad guy i m, i m a bad guy bad guy, bad guy i m a bad"
Comfortably Numb,Pink Floyd,1979,179,https://www.genius.com/Pink-Floyd-Comfortably-Numb-lyrics," hello?  is there anybody in there? just nod if you can hear me is there anyone home? come on , now i hear you re feeling down well, i can ease your pain and get you on your feet again relax i ll need some information first just the basic facts can you show me where it hurts? there is no pain, you are receding a distant ship, smoke on the horizon you are only coming through in waves your lips move, but i can t hear what you re saying when i was a child, i had a fever my hands felt just like two balloons now i ve got that feeling once again i can t explain, you would not understand this is not how i am i have become comfortably numb i have become comfortably numb okay just a little pinprick there ll be no more but you may feel a little sick can you stand up?  i do believe it s working, good that ll keep you going through the show come on, it s time to go there is no pain, you are receding a distant ship, smoke on the horizon you are only coming through in waves your lips move, but i can t hear what you re saying when i was a child, i caught a fleeting glimpse out of the corner of my eye i turned to look, but it was gone i cannot put my finger on it now the child is grown, the dream is gone i have become comfortably numb"
Walk on the Wild Side,Lou Reed,1972,180,https://www.genius.com/Lou-Reed-Walk-on-the-Wild-Side-lyrics," holly came from miami, f-l-a hitchhiked her way across the u.s.a. plucked her eyebrows on the way shaved her legs and then he was a she she says,  hey babe, take a walk on the wild side said,  hey honey, take a walk on the wild side candy came from out on the island in the backroom, she was everybody s darling but she never lost her head even when she was giving head she says,  hey babe, take a walk on the wild side said,  hey babe, take a walk on the wild side and the colored girls go doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo little joe never once gave it away everybody had to pay and pay a hustle here and a hustle there new york city is the place where they said hey babe, take a walk on the wild side i said,  hey joe, take a walk on the wild side sugar plum fairy came and hit the streets looking for soul food and a place to eat went to the apollo you should ve seen him go, go, go they said,  hey sugar, take a walk on the wild side i said,  hey babe, take a walk on the wild side alright, huh jackie is just speeding away thought she was james dean for a day then i guess she had to crash valium would ve helped that bash she said,  hey babe, take a walk on the wild side i said,  hey honey, take a walk on the wild side and the colored girls say doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo, doo-doo, doo-doo, doo-doo-doo doo"
Eight Miles High,The Byrds,1966,181,https://www.genius.com/The-Byrds-Eight-Miles-High-lyrics," eight miles high, and when you touch down you ll find that it s stranger than known signs in the street, that say where you re going are somewhere just being their own nowhere is there warmth to be found among those afraid of losing their ground rain gray town, known for its sound in places, small faces unbound round the squares, huddled in storms some laughing, some just shapeless forms sidewalk scenes, and black limousines some living, some standing alone"
The Sounds of Silence,Simon and Garfunkel,1964,182,https://www.genius.com/Simon-and-Garfunkel-The-Sounds-of-Silence-lyrics," hello darkness, my old friend i ve come to talk with you again because a vision softly creeping left its seeds while i was sleeping and the vision that was planted in my brain still remains within the sound of silence in restless dreams, i walked alone narrow streets of cobblestone neath the halo of a street lamp i turned my collar to the cold and damp when my eyes were stabbed by the flash of a neon light that split the night, and touched the sound of silence and in the naked light i saw ten thousand people, maybe more people talking without speaking people hearing without listening people writing songs that voices never shared and no one dared disturb the sound of silence fools,  said i,  you do not know silence like a cancer grows hear my words that i might teach you take my arms that i might reach you but my words, like silent raindrops, fell and echoed in the wells of silence and the people bowed and prayed to the neon god they made and the sign flashed out its warning in the words that it was forming and the sign said,  the words of the prophets are written on the subway walls and tenement halls and whispered in the sound of silence "
You Are the Sunshine of My Life,Stevie Wonder,1972,183,https://www.genius.com/Stevie-Wonder-You-Are-the-Sunshine-of-My-Life-lyrics," you are the sunshine of my life that s why i ll always be around you are the apple of my eye forever, you ll stay in my heart i feel like this is the beginning though i ve loved you for a million years and if i thought our love was ending i d find myself drowning in my own tears, woah you are the sunshine of my life, yeah that s why i ll always stay around, mmm-mmm, yeah-yeah you are the apple of my eye forever, you ll stay in my heart you must have known that i was lonely because you came to my rescue, ooh and i know that this must be heaven how could so much love be inside of you, woah? you are the sunshine of my life, yeah that s why i ll always stay around, mmm you are the apple of my eye forever, you ll stay in my heart, yeah you are my sunshine of my life, oh, yeah"
